img,carpal,middle,right,left
10323.png,"[0.45098039215686275, 0.8075949367088607]","[0.5399698340874811, 0.13924050632911392]","[0.9351432880844645, 0.5189873417721519]","[0.11161387631975866, 0.38101265822784813]"
10322.png,"[0.4891776334282578, 0.787558661903072]","[0.4978354978354978, 0.06455399061032864]","[0.9653679653679653, 0.4448356807511737]","[0.14285714285714288, 0.27582159624413144]"
10321.png,"[0.3568702290076336, 0.8283261802575107]","[0.4637404580152672, 0.11158798283261802]","[0.9637404580152672, 0.5493562231759657]","[0.08778625954198473, 0.2804005722460658]"
10320.png,"[0.5071542130365659, 0.7842669845053635]","[0.534181240063593, 0.11680572109654351]","[0.9205087440381559, 0.40405244338498214]","[0.1669316375198728, 0.3206197854588796]"
10319.png,"[0.47200000000000003, 0.762589928057554]","[0.444, 0.07913669064748201]","[0.9093333333333333, 0.40407673860911275]","[0.16, 0.3081534772182254]"
10318.png,"[0.4418604651162791, 0.8626609442060087]","[0.448062015503876, 0.0715307582260372]","[0.9286821705426357, 0.4520743919885551]","[0.09147286821705426, 0.33333333333333337]"
10316.png,"[0.3893333333333333, 0.7226993865030674]","[0.6573333333333333, 0.15950920245398773]","[0.8466666666666667, 0.5214723926380368]","[0.3973333333333333, 0.23067484662576684]"
10315.png,"[0.496, 0.580110497237569]","[0.52, 0.15027624309392265]","[0.772, 0.3458563535911602]","[0.29333333333333333, 0.28066298342541435]"
10314.png,"[0.44733044733044736, 0.6989150090415913]","[0.5151515151515151, 0.2522603978300181]","[0.9264069264069263, 0.596745027124774]","[0.17893217893217894, 0.38517179023508136]"
10313.png,"[0.45454545454545453, 0.8885976408912188]","[0.47107438016528924, 0.045871559633027525]","[0.9338842975206612, 0.4193971166448231]","[0.10192837465564737, 0.30013106159895153]"
10312.png,"[0.4826989619377163, 0.7586206896551724]","[0.5, 0.028213166144200618]","[0.7716262975778547, 0.3620689655172413]","[0.1972318339100346, 0.24764890282131663]"
10311.png,"[0.423407917383821, 0.8146214099216711]","[0.4750430292598967, 0.0391644908616188]","[0.9535283993115319, 0.391644908616188]","[0.189328743545611, 0.21671018276762402]"
10310.png,"[0.42266666666666663, 0.7195767195767196]","[0.49866666666666665, 0.15873015873015872]","[0.8026666666666666, 0.5343915343915344]","[0.256, 0.2923280423280423]"
10309.png,"[0.4029574861367837, 0.8059490084985836]","[0.49722735674676527, 0.0254957507082153]","[0.9648798521256932, 0.415014164305949]","[0.12939001848428835, 0.2351274787535411]"
10308.png,"[0.5416666666666666, 0.7023370233702337]","[0.42166666666666663, 0.11808118081180811]","[0.8983333333333333, 0.34440344403444034]","[0.13166666666666665, 0.3382533825338253]"
10307.png,"[0.3953846153846154, 0.7310565635005336]","[0.4615384615384615, 0.02668089647812166]","[0.8369230769230769, 0.3244397011739594]","[0.021538461538461527, 0.2529348986125934]"
10306.png,"[0.4707846410684474, 0.9060052219321149]","[0.49081803005008345, 0.04830287206266319]","[0.9632721202003338, 0.3981723237597911]","[0.0667779632721202, 0.30548302872062666]"
10305.png,"[0.4541139240506329, 0.763157894736842]","[0.45094936708860756, 0.0706371191135734]","[0.9430379746835443, 0.4390581717451523]","[0.15348101265822783, 0.2756232686980609]"
10304.png,"[0.45333333333333337, 0.8730886850152905]","[0.4893333333333333, 0.08562691131498472]","[0.8266666666666667, 0.47553516819571867]","[0.15866666666666668, 0.3409785932721712]"
10303.png,"[0.4247787610619469, 0.7659115426105717]","[0.4690265486725664, 0.1111111111111111]","[0.9174041297935104, 0.4174757281553398]","[0.14749262536873156, 0.26537216828478966]"
10302.png,"[0.4955357142857143, 0.7181208053691275]","[0.5654761904761905, 0.06807286673058485]","[0.9449404761904762, 0.34515819750719084]","[0.2380952380952381, 0.2214765100671141]"
10301.png,"[0.4592198581560284, 0.7333333333333333]","[0.4858156028368794, 0.01463414634146341]","[0.9343971631205673, 0.48617886178861786]","[0.16489361702127658, 0.224390243902439]"
10300.png,"[0.3096446700507614, 0.7839586028460543]","[0.7309644670050761, 0.19534282018111257]","[0.8595600676818951, 0.5342820181112549]","[0.4263959390862944, 0.258732212160414]"
10299.png,"[0.4713375796178344, 0.7904411764705883]","[0.5520169851380042, 0.08455882352941176]","[0.9511677282377918, 0.5018382352941176]","[0.1464968152866242, 0.2849264705882353]"
10298.png,"[0.43200000000000005, 0.7502986857825568]","[0.4613333333333333, 0.03464755077658303]","[0.9533333333333333, 0.4898446833930705]","[0.11066666666666666, 0.2747909199522103]"
10297.png,"[0.39783001808318263, 0.8104325699745547]","[0.45750452079566, 0.05216284987277354]","[0.9312839059674503, 0.4020356234096692]","[0.06329113924050633, 0.272264631043257]"
10296.png,"[0.48908296943231444, 0.8671140939597315]","[0.5007278020378457, 0.10604026845637585]","[0.9155749636098982, 0.4375838926174497]","[0.12663755458515286, 0.3597315436241611]"
10294.png,"[0.3869132290184922, 0.7446808510638298]","[0.492176386913229, 0.07955596669750231]","[0.8079658605974396, 0.33950046253469013]","[0.22332859174964437, 0.22201665124884368]"
10293.png,"[0.49445324881141045, 0.8124341412012644]","[0.4690966719492869, 0.04214963119072708]","[0.8367670364500792, 0.2950474183350896]","[0.10618066561014264, 0.22866174920969443]"
10292.png,"[0.4463971880492091, 0.7334200260078023]","[0.6449912126537786, 0.02080624187256177]","[0.9420035149384886, 0.36931079323797145]","[0.27240773286467485, 0.16775032509752927]"
10291.png,"[0.5386138613861386, 0.6206896551724138]","[0.4099009900990099, 0.05097451274362818]","[0.895049504950495, 0.2983508245877061]","[0.14455445544554457, 0.2368815592203898]"
10290.png,"[0.427027027027027, 0.8171334431630971]","[0.46486486486486484, 0.05601317957166392]","[0.9369369369369369, 0.46622734761120266]","[0.17297297297297298, 0.257001647446458]"
10289.png,"[0.4306666666666667, 0.7931904161412358]","[0.4693333333333333, 0.12988650693568726]","[0.8973333333333333, 0.5548549810844893]","[0.2, 0.2938209331651955]"
10288.png,"[0.4307004470938897, 0.7808535178777393]","[0.5141579731743666, 0.21914648212226065]","[0.7943368107302534, 0.46712802768166095]","[0.20864381520119224, 0.36332179930795844]"
10287.png,"[0.4893333333333333, 0.7523910733262487]","[0.5253333333333333, 0.1902231668437832]","[0.8026666666666666, 0.44208289054197664]","[0.30933333333333335, 0.3230605738575983]"
10286.png,"[0.43561208267090623, 0.7693452380952381]","[0.5023847376788553, 0.044642857142857144]","[0.9443561208267091, 0.5267857142857143]","[0.1494435612082671, 0.24553571428571427]"
10285.png,"[0.5093333333333333, 0.8273972602739725]","[0.5306666666666667, 0.09726027397260274]","[0.972, 0.5561643835616438]","[0.17600000000000002, 0.36164383561643837]"
10284.png,"[0.552346570397112, 0.8093645484949833]","[0.48375451263537905, 0.09364548494983278]","[0.9458483754512634, 0.5]","[0.09927797833935019, 0.3695652173913044]"
10282.png,"[0.47411444141689374, 0.8114973262032086]","[0.5081743869209809, 0.14304812834224598]","[0.8950953678474114, 0.5227272727272727]","[0.19754768392370572, 0.3689839572192513]"
10281.png,"[0.3938906752411575, 0.7454337899543378]","[0.5594855305466238, 0.11529680365296803]","[0.9244372990353698, 0.47602739726027393]","[0.10128617363344052, 0.2853881278538813]"
10280.png,"[0.3573487031700288, 0.9375750300120047]","[0.44956772334293954, 0.07803121248499399]","[0.9020172910662824, 0.5018007202881152]","[0.07780979827089336, 0.30012004801920766]"
10279.png,"[0.45481927710843373, 0.9012693935119888]","[0.4728915662650602, 0.11847672778561354]","[0.9367469879518072, 0.5740479548660085]","[0.09337349397590362, 0.3935119887165021]"
10278.png,"[0.49504950495049505, 0.710865561694291]","[0.7188118811881188, 0.06813996316758748]","[0.900990099009901, 0.4530386740331492]","[0.3504950495049505, 0.17679558011049726]"
10277.png,"[0.5344129554655871, 0.6146044624746451]","[0.4574898785425101, 0.10649087221095335]","[0.7948717948717949, 0.2870182555780933]","[0.18488529014844804, 0.2748478701825558]"
10276.png,"[0.41333333333333333, 0.8495024875621892]","[0.44, 0.1417910447761194]","[0.8293333333333334, 0.4962686567164179]","[0.18533333333333335, 0.35323383084577115]"
10275.png,"[0.4801178203240059, 0.7171922685656155]","[0.5655375552282769, 0.07731434384537131]","[0.8689248895434463, 0.3672431332655137]","[0.20176730486008837, 0.2695829094608342]"
10274.png,"[0.4585091420534459, 0.7572115384615384]","[0.5119549929676512, 0.06850961538461538]","[0.8931082981715893, 0.3713942307692308]","[0.19971870604781997, 0.2584134615384615]"
10273.png,"[0.532, 0.7800453514739228]","[0.452, 0.06349206349206349]","[0.9093333333333333, 0.33900226757369617]","[0.15066666666666667, 0.2981859410430839]"
10272.png,"[0.39710610932475887, 0.787142857142857]","[0.4887459807073955, 0.06142857142857143]","[0.860128617363344, 0.41]","[0.1639871382636656, 0.22857142857142856]"
10271.png,"[0.43037974683544306, 0.7614991482112435]","[0.5886075949367089, 0.07495741056218057]","[0.9071729957805907, 0.39182282793867124]","[0.28270042194092826, 0.18228279386712096]"
10270.png,"[0.47200000000000003, 0.848]","[0.48666666666666664, 0.084]","[0.904, 0.5053333333333333]","[0.09733333333333333, 0.39333333333333337]"
10267.png,"[0.44390243902439025, 0.8230865746549562]","[0.5300813008130081, 0.13801756587202008]","[0.9804878048780488, 0.4880803011292346]","[0.13821138211382114, 0.35131744040150564]"
10266.png,"[0.45439999999999997, 0.8594847775175645]","[0.5024000000000001, 0.21779859484777517]","[0.9712000000000001, 0.5573770491803279]","[0.128, 0.39695550351288056]"
10265.png,"[0.468562874251497, 0.795275590551181]","[0.5508982035928144, 0.11811023622047244]","[0.8862275449101795, 0.4128233970753656]","[0.2350299401197605, 0.2913385826771654]"
10264.png,"[0.46, 0.8026905829596412]","[0.496, 0.11883408071748879]","[0.8893333333333334, 0.4573991031390135]","[0.152, 0.3038116591928251]"
10262.png,"[0.5186666666666667, 0.8538461538461539]","[0.42533333333333334, 0.14065934065934066]","[0.9333333333333332, 0.4714285714285715]","[0.21333333333333332, 0.35714285714285715]"
10261.png,"[0.5516528925619835, 0.738950276243094]","[0.5723140495867769, 0.11878453038674033]","[0.9090909090909091, 0.36049723756906077]","[0.20041322314049587, 0.2941988950276243]"
10260.png,"[0.38404726735598227, 0.8279181708784598]","[0.5450516986706055, 0.1684717208182912]","[0.8596750369276219, 0.50661853188929]","[0.24815361890694237, 0.2888086642599278]"
10259.png,"[0.424, 0.8346774193548387]","[0.4666666666666666, 0.04435483870967742]","[0.9440000000000001, 0.5658602150537635]","[0.050666666666666665, 0.373655851678693]"
10258.png,"[0.4563758389261745, 0.6706036745406824]","[0.5302013422818792, 0.01443569553805774]","[0.9446308724832215, 0.37270341207349084]","[0.1442953020134228, 0.22178477690288712]"
10257.png,"[0.43733333333333335, 0.7029126213592233]","[0.488, 0.10097087378640777]","[0.8786666666666666, 0.3786407766990291]","[0.13066666666666665, 0.26796116504854367]"
10256.png,"[0.528, 0.7311370882040383]","[0.5426666666666666, 0.19872476089266736]","[0.8906666666666666, 0.4558979808714134]","[0.21866666666666668, 0.37619553666312433]"
10254.png,"[0.3994334277620396, 0.7958515283842794]","[0.5084985835694051, 0.16921397379912662]","[0.9065155807365438, 0.5294759825327511]","[0.18413597733711046, 0.3318777292576419]"
10253.png,"[0.5203915171288744, 0.7284382284382285]","[0.4192495921696574, 0.05011655011655011]","[0.8923327895595432, 0.2948717948717949]","[0.061990212071778135, 0.2773892773892774]"
10252.png,"[0.5134680134680135, 0.8897637795275591]","[0.5252525252525253, 0.1889763779527559]","[0.9528619528619529, 0.515748031496063]","[0.18181818181818182, 0.3884514435695538]"
10251.png,"[0.484, 0.7698598130841121]","[0.5013333333333333, 0.08644859813084112]","[0.8320000000000001, 0.4158878504672897]","[0.21866666666666668, 0.25116822429906543]"
10250.png,"[0.4403815580286169, 0.7377830750893921]","[0.45786963434022254, 0.11203814064362336]","[0.8378378378378379, 0.36471990464839094]","[0.16216216216216217, 0.27175208581644816]"
10249.png,"[0.4875912408759124, 0.7246722288438617]","[0.3868613138686131, 0.15613825983313467]","[0.7956204379562044, 0.3873659117997616]","[0.12554744525547445, 0.399284862932062]"
10248.png,"[0.4524236983842011, 0.8319327731092437]","[0.5116696588868941, 0.02521008403361344]","[0.940754039497307, 0.3879551820728291]","[0.1687612208258528, 0.22549019607843138]"
10247.png,"[0.4194373401534527, 0.6666666666666667]","[0.7289002557544757, 0.0931098696461825]","[0.9130434782608695, 0.4729981378026071]","[0.34526854219948855, 0.17318435754189945]"
10246.png,"[0.41666666666666663, 0.7298444130127298]","[0.45625, 0.046676096181046685]","[0.9458333333333333, 0.3465346534653465]","[0.04166666666666667, 0.2277227722772277]"
10245.png,"[0.4975288303130148, 0.7006896551724138]","[0.415156507413509, 0.03310344827586207]","[0.901153212520593, 0.35310344827586204]","[0.0757825370675453, 0.2579310344827586]"
10244.png,"[0.5266666666666666, 0.8283752860411898]","[0.4613333333333333, 0.17162471395881007]","[0.9066666666666667, 0.4668192219679634]","[0.15066666666666667, 0.46338672768878714]"
10243.png,"[0.456, 0.7926267281105992]","[0.49866666666666665, 0.14170506912442396]","[0.9026666666666666, 0.5184331797235022]","[0.18933333333333333, 0.33986175115207373]"
10242.png,"[0.6654275092936802, 0.7096018735362998]","[0.7007434944237919, 0.042154566744730684]","[0.879182156133829, 0.275175644028103]","[0.3643122676579926, 0.2107728337236534]"
10240.png,"[0.4773462783171521, 0.8035487959442332]","[0.48220064724919093, 0.029150823827629912]","[0.9207119741100324, 0.38149556400506973]","[0.13754045307443366, 0.22813688212927757]"
10239.png,"[0.39012738853503187, 0.758695652173913]","[0.42675159235668786, 0.1608695652173913]","[0.8248407643312102, 0.4271739130434783]","[0.1337579617834395, 0.29891304347826086]"
10238.png,"[0.4904679376083189, 0.8443627450980392]","[0.5441941074523396, 0.0196078431372549]","[0.9688041594454073, 0.3737745098039216]","[0.15077989601386482, 0.20833333333333331]"
10237.png,"[0.5813953488372092, 0.7584459459459459]","[0.5, 0.17060810810810811]","[0.7860465116279071, 0.42229729729729726]","[0.2930232558139535, 0.3293918918918919]"
10236.png,"[0.44393241167434716, 0.7379385964912281]","[0.5898617511520737, 0.08223684210526315]","[0.9109062980030722, 0.368421052631579]","[0.14592933947772657, 0.2532894736842105]"
10235.png,"[0.508833922261484, 0.7883755588673621]","[0.5371024734982331, 0.07153502235469449]","[0.9116607773851589, 0.3994038748137109]","[0.16961130742049468, 0.26825633383010433]"
10234.png,"[0.3845089903181189, 0.8223844282238443]","[0.5159059474412172, 0.07664233576642336]","[0.9515905947441218, 0.5608272506082725]","[0.18533886583679116, 0.2226277372262774]"
10233.png,"[0.5086455331412104, 0.7950108459869848]","[0.537463976945245, 0.07049891540130152]","[0.9005763688760807, 0.36442516268980485]","[0.26512968299711814, 0.23644251626898047]"
10232.png,"[0.5693333333333332, 0.7219251336898396]","[0.36, 0.1144385026737968]","[0.9773333333333334, 0.360427807486631]","[0.10266666666666667, 0.3732620320855615]"
10231.png,"[0.5329768270944741, 0.736]","[0.5169340463458111, 0.0208]","[0.9340463458110517, 0.384]","[0.1372549019607843, 0.2896]"
10230.png,"[0.46301369863013697, 0.7825567502986859]","[0.5054794520547945, 0.06332138590203107]","[0.9589041095890412, 0.44086021505376344]","[0.1917808219178082, 0.2616487455197133]"
10229.png,"[0.4692556634304207, 0.779537149817296]","[0.49838187702265374, 0.05237515225334957]","[0.9368932038834952, 0.37149817295980514]","[0.17637540453074432, 0.2496954933008526]"
10228.png,"[0.4099290780141844, 0.7923553719008264]","[0.4056737588652482, 0.0774793388429752]","[0.9390070921985816, 0.3915289256198347]","[0.13049645390070921, 0.2644628099173554]"
10227.png,"[0.4682422451994091, 0.759453781512605]","[0.5317577548005908, 0.08928571428571429]","[0.9453471196454949, 0.39705882352941174]","[0.17282127031019204, 0.26785714285714285]"
10226.png,"[0.48, 0.7697547683923706]","[0.532, 0.1008174386920981]","[0.9026666666666666, 0.4877384196185286]","[0.28800000000000003, 0.2561307901907357]"
10225.png,"[0.3693333333333333, 0.7037837837837837]","[0.5226666666666666, 0.02054054054054054]","[0.9440000000000001, 0.46054054054054056]","[0.21066666666666667, 0.14594594594594595]"
10224.png,"[0.6693069306930692, 0.7191235059760956]","[0.6079207920792079, 0.05179282868525896]","[0.9089108910891089, 0.29282868525896416]","[0.33663366336633666, 0.2649402390438247]"
10223.png,"[0.4785847299813781, 0.736842105263158]","[0.5083798882681564, 0.038011695906432746]","[0.925512104283054, 0.3859649122807018]","[0.14152700186219738, 0.2456140350877193]"
10222.png,"[0.392, 0.7262693156732892]","[0.48666666666666664, 0.05298013245033113]","[0.7759999999999999, 0.32781456953642385]","[0.22933333333333333, 0.19646799116997793]"
10221.png,"[0.46821705426356586, 0.8305084745762712]","[0.49457364341085275, 0.1536723163841808]","[0.9596899224806202, 0.4745762711864407]","[0.19069767441860463, 0.319774011299435]"
10220.png,"[0.353030303030303, 0.8127128263337117]","[0.5575757575757576, 0.06583427922814983]","[0.9727272727272727, 0.47559591373439275]","[0.11212121212121212, 0.22814982973893305]"
10219.png,"[0.11623616236162361, 0.8200339558573855]","[0.8247232472324723, 0.166383701188455]","[0.7878228782287823, 0.7962648556876062]","[0.4003690036900369, 0.11714770797962648]"
10217.png,"[0.4899713467048711, 0.8628808864265928]","[0.5386819484240688, 0.10803324099722993]","[0.9656160458452722, 0.49722991689750695]","[0.166189111747851, 0.3365650969529086]"
10216.png,"[0.45427728613569324, 0.8331441543700341]","[0.4778761061946903, 0.12599318955732122]","[0.9380530973451328, 0.4767309875141884]","[0.15191740412979352, 0.3132803632236095]"
10214.png,"[0.45333333333333337, 0.813953488372093]","[0.4306666666666667, 0.03594080338266384]","[0.9306666666666666, 0.35940803382663844]","[0.11333333333333334, 0.24207188160676535]"
10212.png,"[0.48895899053627756, 0.7653562653562653]","[0.5473186119873817, 0.12407862407862408]","[0.886435331230284, 0.41154791154791154]","[0.17350157728706622, 0.3071253071253071]"
10211.png,"[0.35960591133004927, 0.7327981651376148]","[0.5894909688013137, 0.08600917431192662]","[0.7848932676518884, 0.3451834862385321]","[0.2594417077175698, 0.21330275229357798]"
10210.png,"[0.5283540802213001, 0.8384105960264902]","[0.49654218533886585, 0.059602649006622516]","[0.9308437067773166, 0.3920529801324503]","[0.22406639004149376, 0.28741721854304636]"
10209.png,"[0.4605475040257649, 0.7880055788005579]","[0.5909822866344606, 0.0683403068340307]","[0.9146537842190016, 0.4295676429567643]","[0.25120772946859904, 0.24267782426778242]"
10208.png,"[0.3607242339832869, 0.7384020618556701]","[0.5877437325905293, 0.07860824742268041]","[0.9025069637883009, 0.5631443298969072]","[0.2785515320334262, 0.19072164948453607]"
10207.png,"[0.5455840455840456, 0.8703427719821163]","[0.4971509971509972, 0.16393442622950818]","[0.8931623931623932, 0.48882265275707903]","[0.21367521367521367, 0.4083457526080477]"
10206.png,"[0.39646017699115044, 0.8252688172043011]","[0.5221238938053098, 0.19489247311827956]","[0.9132743362831859, 0.5362903225806452]","[0.23716814159292035, 0.31989247311827956]"
10205.png,"[0.4562798092209857, 0.8426698450536353]","[0.4705882352941177, 0.07508939213349225]","[0.8187599364069952, 0.3635280095351609]","[0.2146263910969793, 0.2371871275327771]"
10204.png,"[0.5315457413249212, 0.8021454112038141]","[0.5031545741324921, 0.09177592371871275]","[0.9242902208201893, 0.3825983313468415]","[0.1813880126182965, 0.28128724672228844]"
10203.png,"[0.40378006872852235, 0.8192612137203166]","[0.4845360824742268, 0.05672823218997362]","[0.9604810996563574, 0.4182058047493404]","[0.08419243986254296, 0.24142480211081793]"
10202.png,"[0.5064220183486239, 0.7239747634069401]","[0.48440366972477067, 0.07570977917981074]","[0.8954128440366972, 0.4227129337539432]","[0.163302752293578, 0.29810725552050477]"
10201.png,"[0.3923357664233577, 0.7766097240473061]","[0.46897810218978103, 0.05387647831800263]","[0.8978102189781022, 0.37844940867279897]","[0.12773722627737227, 0.2076215505913272]"
10200.png,"[0.4652567975830816, 0.7561547479484173]","[0.4063444108761329, 0.07502930832356389]","[0.8459214501510575, 0.30363423212192264]","[0.10876132930513595, 0.2731535756154748]"
10199.png,"[0.4506666666666667, 0.7919375812743823]","[0.45333333333333337, 0.06892067620286085]","[0.7546666666666667, 0.3719115734720416]","[0.1733333333333333, 0.3068920676202861]"
10198.png,"[0.4260731319554849, 0.7747318235995232]","[0.4292527821939586, 0.07508939213349225]","[0.8330683624801272, 0.3539928486293206]","[0.1081081081081081, 0.25744934445768775]"
10197.png,"[0.45866666666666667, 0.821301775147929]","[0.5586666666666666, 0.05088757396449704]","[0.9640000000000001, 0.4497041420118343]","[0.12533333333333332, 0.28402366863905326]"
10196.png,"[0.5211678832116788, 0.7359813084112149]","[0.47153284671532847, 0.02920560747663551]","[0.9708029197080292, 0.36915887850467294]","[0.07153284671532846, 0.3014018691588785]"
10195.png,"[0.4722222222222222, 0.7823834196891191]","[0.5305555555555556, 0.21139896373056996]","[0.8833333333333333, 0.48704663212435234]","[0.2472222222222222, 0.3678756476683938]"
10194.png,"[0.4488950276243094, 0.7910284463894968]","[0.5041436464088398, 0.04157549234135668]","[0.9696132596685082, 0.42560175054704596]","[0.17679558011049726, 0.23522975929978115]"
10192.png,"[0.4093333333333333, 0.8208955223880596]","[0.4746666666666667, 0.06965174129353234]","[0.884, 0.43656716417910446]","[0.14533333333333334, 0.26243781094527363]"
10190.png,"[0.43032786885245905, 0.720554272517321]","[0.5040983606557377, 0.11200923787528869]","[0.8442622950819673, 0.42609699769053117]","[0.18306010928961747, 0.29445727482678985]"
10188.png,"[0.4469798657718121, 0.8241469816272966]","[0.465771812080537, 0.06036745406824147]","[0.9208053691275169, 0.463254593175853]","[0.14765100671140938, 0.28477690288713914]"
10187.png,"[0.4318488529014845, 0.8004807692307692]","[0.5479082321187585, 0.08533653846153846]","[0.8893387314439946, 0.4783653846153846]","[0.16869095816464239, 0.296875]"
10186.png,"[0.43722943722943725, 0.7240618101545253]","[0.5692640692640693, 0.10596026490066227]","[0.8658008658008659, 0.5629139072847682]","[0.24675324675324675, 0.23178807947019867]"
10185.png,"[0.48776508972267535, 0.7547892720306514]","[0.38825448613376834, 0.11877394636015326]","[0.9265905383360521, 0.4252873563218391]","[0.12887438825448613, 0.3358876117496807]"
10184.png,"[0.45333333333333337, 0.8214285714285714]","[0.56, 0.01322751322751322]","[0.968, 0.4404761904761905]","[0.15333333333333335, 0.25132275132275134]"
10183.png,"[0.467032967032967, 0.7974537037037037]","[0.4120879120879121, 0.05902777777777778]","[0.9381868131868132, 0.40625]","[0.10302197802197803, 0.30092592592592593]"
10182.png,"[0.4979367262723521, 0.7841352405721715]","[0.43878954607977994, 0.0377113133940182]","[0.889958734525447, 0.3784135240572171]","[0.14030261348005502, 0.305591677503251]"
10181.png,"[0.39191564147627417, 0.8102189781021898]","[0.47978910369068545, 0.052311435523114354]","[0.9103690685413005, 0.35279805352798055]","[0.1054481546572935, 0.2360097323600973]"
10180.png,"[0.608876560332871, 0.7541528239202658]","[0.3703190013869626, 0.06755260243632337]","[0.7753120665742026, 0.22259136212624586]","[0.027739251040221912, 0.48837209302325585]"
10179.png,"[0.515625, 0.7540777917189461]","[0.4809027777777778, 0.13801756587202008]","[0.9756944444444444, 0.48180677540777916]","[0.10243055555555555, 0.35131744040150564]"
10178.png,"[0.43892045454545453, 0.69921875]","[0.5795454545454546, 0.04296875]","[0.921875, 0.3173828125]","[0.18181818181818182, 0.193359375]"
10177.png,"[0.4789156626506024, 0.7183098591549296]","[0.3569277108433735, 0.07170294494238157]","[0.9397590361445783, 0.40204865556978236]","[0.05873493975903615, 0.3329065300896287]"
10176.png,"[0.4899665551839465, 0.8224163027656478]","[0.5234113712374582, 0.05822416302765648]","[0.923076923076923, 0.4148471615720524]","[0.13210702341137123, 0.2838427947598253]"
10175.png,"[0.5112903225806452, 0.7605459057071959]","[0.5032258064516129, 0.008684863523573201]","[0.9322580645161289, 0.29404466501240695]","[0.14516129032258063, 0.21712158808933002]"
10174.png,"[0.4939271255060729, 0.7151979565772669]","[0.3805668016194332, 0.08939974457215837]","[0.8812415654520918, 0.43550446998722864]","[0.14439946018893388, 0.31800766283524906]"
10171.png,"[0.45268138801261826, 0.8658536585365852]","[0.529968454258675, 0.07181571815718157]","[0.8596214511041009, 0.39701897018970195]","[0.15615141955835962, 0.29132791327913277]"
10170.png,"[0.4925775978407557, 0.7664516129032257]","[0.4507422402159244, 0.05032258064516129]","[0.902834008097166, 0.3987096774193548]","[0.20242914979757085, 0.25419354838709673]"
10169.png,"[0.444141689373297, 0.7867001254705144]","[0.497275204359673, 0.10037641154328733]","[0.8487738419618529, 0.42659974905897113]","[0.17438692098092645, 0.3124215809284818]"
10168.png,"[0.4189383070301291, 0.804780876494024]","[0.5624103299856528, 0.053120849933598925]","[0.9325681492109038, 0.44887118193891107]","[0.2109038737446198, 0.2217795484727756]"
10166.png,"[0.44303797468354433, 0.8315665488810364]","[0.510548523206751, 0.04004711425206125]","[0.8748241912798875, 0.4098939929328622]","[0.12376933895921237, 0.25559481743227325]"
10165.png,"[0.41301059001512863, 0.736842105263158]","[0.4841149773071104, 0.038510911424903725]","[0.9591527987897126, 0.4813863928112966]","[0.02874432677760968, 0.3029525032092426]"
10164.png,"[0.4653333333333333, 0.8492392807745505]","[0.496, 0.06085753803596127]","[0.9146666666666667, 0.4827109266943292]","[0.16399999999999998, 0.31258644536652835]"
10163.png,"[0.522038567493113, 0.7739331026528258]","[0.4889807162534435, 0.02883506343713956]","[0.8980716253443526, 0.314878892733564]","[0.21487603305785125, 0.23529411764705885]"
10161.png,"[0.49733333333333335, 0.8429118773946359]","[0.5653333333333334, 0.15197956577266922]","[0.88, 0.5159642401021711]","[0.28933333333333333, 0.3269476372924649]"
10160.png,"[0.47877758913412566, 0.8410689170182841]","[0.5008488964346349, 0.07735583684950774]","[0.8455008488964346, 0.34458509142053445]","[0.2546689303904924, 0.2728551336146273]"
10159.png,"[0.3942307692307692, 0.8296639629200463]","[0.4631410256410256, 0.07068366164542295]","[0.9358974358974359, 0.4183082271147161]","[0.07532051282051282, 0.2734646581691773]"
10158.png,"[0.40625, 0.7888482632541134]","[0.4279891304347826, 0.09414990859232175]","[0.9279891304347827, 0.4031078610603291]","[0.16168478260869568, 0.22943327239488118]"
10157.png,"[0.42857142857142855, 0.9259681093394078]","[0.5357142857142857, 0.0797266514806378]","[0.9042207792207791, 0.3952164009111618]","[0.1948051948051948, 0.2949886104783599]"
10156.png,"[0.4822888283378747, 0.6765285996055226]","[0.5177111716621253, 0.14891518737672585]","[0.8692098092643051, 0.4102564102564103]","[0.14986376021798364, 0.344181459566075]"
10155.png,"[0.4453900709219858, 0.8483709273182957]","[0.44822695035460997, 0.09147869674185463]","[0.9617021276595744, 0.5338345864661654]","[0.01843971631205673, 0.39849624060150374]"
10154.png,"[0.5384615384615384, 0.7131428571428572]","[0.6258741258741258, 0.08114285714285714]","[0.923076923076923, 0.3142857142857143]","[0.36363636363636365, 0.22057142857142856]"
10153.png,"[0.5174311926605505, 0.7605442176870748]","[0.4403669724770642, 0.04081632653061225]","[0.910091743119266, 0.33877551020408164]","[0.08990825688073395, 0.28571428571428575]"
10152.png,"[0.4613333333333333, 0.7535714285714286]","[0.54, 0.05238095238095238]","[0.872, 0.36666666666666664]","[0.31466666666666665, 0.20357142857142857]"
10151.png,"[0.44799999999999995, 0.8278688524590164]","[0.43200000000000005, 0.1325136612021858]","[0.8306666666666667, 0.46174863387978143]","[0.24533333333333335, 0.3128415300546448]"
10150.png,"[0.5173333333333333, 0.700218818380744]","[0.34, 0.11269146608315099]","[0.88, 0.3774617067833698]","[0.10933333333333334, 0.35776805251641136]"
10149.png,"[0.4131534569983137, 0.8690647482014389]","[0.4688026981450253, 0.04028776978417266]","[0.93929173693086, 0.46906474820143884]","[0.025295109612141653, 0.3064748201438849]"
